id,type,owner,architecture
huihui-ai/Qwen2.5-3B-Instruct-abliterated,base,huihui-ai,unknown
bartowski/Llama3.2-3B-ShiningValiant2-GGUF,quantized,bartowski,unknown
unsloth/Qwen2.5-Coder-32B-Instruct-bnb-4bit,quantized,unsloth,qwen2
sometimesanotion/Lamarck-14B-v0.7-Fusion,merged,sometimesanotion,qwen2
allenai/OLMo-2-1124-7B-RM,finetuned,allenai,olmo2
bunnycore/Phi-4-Model-Stock-v4,base,bunnycore,unknown
Groq/Llama-3-Groq-8B-Tool-Use,finetuned,Groq,llama
DavidAU/MN-DARKEST-UNIVERSE-29B-GGUF,merged,DavidAU,unknown
bartowski/Black-Ink-Guild_Pernicious_Prophecy_70B-GGUF,quantized,bartowski,unknown
tarun7r/Finance-Llama-8B,finetuned,tarun7r,llama
Tensoic/TinyLlama-1.1B-3T-openhermes,base,Tensoic,unknown
bartowski/Qwen2.5-32B-Instruct-GGUF,quantized,bartowski,unknown
ykarout/phi-4-deepseek-r1-distilled-v8,finetuned,ykarout,phi3
bartowski/Rombos-Coder-V2.5-Qwen-32b-GGUF,quantized,bartowski,unknown
legraphista/Meta-Llama-3.1-8B-Instruct-IMat-GGUF,quantized,legraphista,unknown
SKYEEEE/llama3-Ko-3-8B-finetuned_ver2,finetuned,SKYEEEE,llama
THU-KEG/Mistral-Crab-SFT,base,THU-KEG,unknown
scb10x/llama3.2-typhoon2-3b-instruct,base,scb10x,unknown
bartowski/magnum-12b-v2.5-kto-GGUF,quantized,bartowski,unknown
CharGen/CharGen-v3-mini-GGUF,quantized,CharGen,unknown
lmstudio-community/aya-23-8B-GGUF,quantized,lmstudio-community,unknown
bartowski/Qwen2.5-Math-7B-Instruct-GGUF,quantized,bartowski,unknown
ibm-granite/granite-7b-instruct,finetuned,ibm-granite,llama
HagalazAI/CyberDolphin-2.9.3-mistral-nemo-12b-Reasoning,base,HagalazAI,unknown
bartowski/allura-org_Mistral-Small-Sisyphus-24b-2503-GGUF,quantized,bartowski,unknown
v2ray/GPT4chan-24B,base,v2ray,unknown
Qwen/Qwen2-7B-Instruct-GPTQ-Int8,quantized,Qwen,qwen2
royallab/Pygmalion-2-13b-SuperCOT,base,royallab,llama
zake7749/gemma-2-2b-it-chinese-kyara-dpo,finetuned,zake7749,gemma2
Krystalan/DRT-7B,base,Krystalan,unknown
huihui-ai/Qwen2.5-0.5B-Instruct-abliterated,base,huihui-ai,unknown
second-state/Qwen2.5-Coder-3B-Instruct-GGUF,quantized,second-state,qwen2
THUDM/GLM-4-9B-0414,base,THUDM,glm4
Qwen/Qwen2.5-0.5B,base,Qwen,qwen2
vandijklab/C2S-Scale-Pythia-1b-pt,finetuned,vandijklab,gpt_neox
google/gemma-3-4b-it-qat-q4_0-unquantized,base,google,unknown
eaddario/DeepSeek-R1-Distill-Qwen-7B-GGUF,quantized,eaddario,unknown
ruslanmv/ai-medical-model-32bit,finetuned,ruslanmv,llama
yejingfu/nmagic-Meta-Llama-3.1-8B-Instruct-FP8,quantized,yejingfu,llama
qihoo360/Light-R1-32B,base,qihoo360,unknown
ValiantLabs/Llama3.1-8B-ShiningValiant2,finetuned,ValiantLabs,llama
bartowski/NousResearch_DeepHermes-3-Llama-3-3B-Preview-GGUF,quantized,bartowski,unknown
BlinkDL/rwkv7-g1,base,BlinkDL,unknown
Qwen/Qwen3-32B,base,Qwen,unknown
ibnzterrell/Nvidia-Llama-3.1-Nemotron-70B-Instruct-HF-AWQ-INT4,quantized,ibnzterrell,llama
lmstudio-community/Qwen2.5-Coder-1.5B-Instruct-MLX-8bit,quantized,lmstudio-community,qwen2
mradermacher/GrayLine-Gemma3-4B-i1-GGUF,quantized,mradermacher,unknown
bartowski/Qwen2.5-32B-Peganum-v0.1-GGUF,quantized,bartowski,unknown
empirischtech/DeepSeek-R1-Distill-Qwen-32B-gptq-4bit,quantized,empirischtech,qwen2
lmstudio-community/Qwen2.5-Coder-14B-Instruct-MLX-8bit,quantized,lmstudio-community,qwen2
DatToad/Chuluun-Qwen2.5-72B-v0.01,base,DatToad,unknown
Vikhrmodels/Vikhr-Llama-3.2-1B-instruct-GGUF,quantized,Vikhrmodels,unknown
AI-Sweden-Models/gpt-sw3-6.7b-v2-instruct-4bit-gptq,quantized,AI-Sweden-Models,gpt2
Qwen/Qwen2-57B-A14B,base,Qwen,qwen2_moe
NousResearch/Nous-Hermes-2-Mistral-7B-DPO,finetuned,NousResearch,mistral
legraphista/Mistral-Small-Instruct-2409-IMat-GGUF,quantized,legraphista,unknown
IDEA-CCNL/Ziya-Coding-34B-v1.0,base,IDEA-CCNL,unknown
TheBloke/Sheep-Duck-Llama-2-70B-GGUF,quantized,TheBloke,llama
soob3123/amoral-gemma3-12B-v1,finetuned,soob3123,gemma3_text
prithivMLmods/Bootes-Qwen3_Coder-Reasoning,finetuned,prithivMLmods,qwen3
bartowski/Nitral-AI_Captain-Eris_Violet-GRPO-v0.420-GGUF,quantized,bartowski,unknown
byroneverson/Yi-1.5-34B-Chat-abliterated,base,byroneverson,unknown
Mawdistical/Draconia-Overdrive-32B-GGUF,quantized,Mawdistical,unknown
bartowski/watt-ai_watt-tool-70B-GGUF,quantized,bartowski,unknown
unsloth/Qwen2.5-Math-7B,finetuned,unsloth,qwen2
sayhan/gemma-7b-it-GGUF-quantized,quantized,sayhan,unknown
unsloth/gemma-3-1b-it-unsloth-bnb-4bit,quantized,unsloth,gemma3_text
Hastagaras/Jamet-8B-L3-MK.V-Blackroot,base,Hastagaras,unknown
Locutusque/Orca-2-13b-SFT-v6,finetuned,Locutusque,llama
osllmai-community/Hermes-3-Llama-3.1-70B-bnb-4bit,quantized,osllmai-community,llama
mistralai/Mistral-7B-Instruct-v0.1,base,mistralai,unknown
mistralai/Mixtral-8x22B-v0.1,base,mistralai,mixtral
bartowski/LongWriter-glm4-9b-abliterated-GGUF,quantized,bartowski,unknown
ReadyArt/The-Omega-Abomination-Gemma3-12B-v1.0,base,ReadyArt,unknown
google/gemma-3-27b-it-qat-q4_0-unquantized,base,google,unknown
davidkim205/nox-solar-10.7b-v4,base,davidkim205,unknown
AiCloser/Qwen2.5-32B-AGI,base,AiCloser,unknown
rinna/youri-7b-instruction,finetuned,rinna,llama
TheBloke/wizard-mega-13B-GGUF,quantized,TheBloke,llama
mlx-community/Josiefied-Qwen2.5-0.5B-Instruct-abliterated-v1-4bit,quantized,mlx-community,qwen2
DavidAU/Gemma-The-Writer-N-Restless-Quill-V2-Enhanced32-10B-Uncensored-GGUF,quantized,DavidAU,unknown
byroneverson/Mistral-Small-Instruct-2409-abliterated,finetuned,byroneverson,mistral
UnfilteredAI/DAN-L3-R1-8B,quantized,UnfilteredAI,llama
TheBloke/law-chat-GGUF,quantized,TheBloke,llama
legraphista/dolphin-2.9.2-Phi-3-Medium-abliterated-IMat-GGUF,quantized,legraphista,unknown
unsloth/Mistral-Small-24B-Instruct-2501,finetuned,unsloth,mistral
mlx-community/Devstral-Small-2505-4bit,quantized,mlx-community,mistral
nbeerbower/llama-3-gutenberg-8B,base,nbeerbower,unknown
byroneverson/Yi-1.5-34B-Chat-abliterated-gguf,quantized,byroneverson,unknown
TheBloke/notus-7B-v1-GGUF,quantized,TheBloke,mistral
ServiceNow-AI/Apriel-5B-Base,base,ServiceNow-AI,apriel
bartowski/Qwen2.5-7B-Instruct-GGUF,quantized,bartowski,unknown
sapienzanlp/Minerva-7B-instruct-v1.0,finetuned,sapienzanlp,mistral
TheBloke/LlongOrca-7B-16K-GGUF,quantized,TheBloke,llama
ArliAI/DS-R1-Qwen3-8B-ArliAI-RpR-v4-Small,finetuned,ArliAI,qwen3
DavidAU/Mistral-Small-3.1-24B-Instruct-2503-MAX-NEO-Imatrix-GGUF,quantized,DavidAU,unknown
allenai/Llama-3.1-Tulu-3-70B,finetuned,allenai,llama
Qwen/Qwen2.5-Coder-14B-Instruct,finetuned,Qwen,qwen2
prithivMLmods/Lacerta-Opus-14B-Elite8,base,prithivMLmods,unknown
Mungert/rwkv7-2.9B-world-GGUF,quantized,Mungert,unknown
THUDM/glm-4-9b-chat-hf,finetuned,THUDM,glm
unsloth/DeepSeek-R1-GGUF,quantized,unsloth,deepseek_v3
HelpingAI/HelpingAI2-6B,base,HelpingAI,unknown
Zyphra/ZR1-1.5B,finetuned,Zyphra,qwen2
JamAndTeaStudios/DeepSeek-R1-Distill-Qwen-32B-FP8-Dynamic,quantized,JamAndTeaStudios,qwen2
Qwen/Qwen2.5-32B-Instruct-AWQ,quantized,Qwen,qwen2
microsoft/phi-2,base,microsoft,phi
gbueno86/Meta-LLama-3-Cat-A-LLama-70b,merged,gbueno86,llama
lmstudio-community/QwQ-32B-MLX-8bit,quantized,lmstudio-community,qwen2
bartowski/granite-embedding-107m-multilingual-GGUF,quantized,bartowski,unknown
knc6/atomgpt_mistral_tc_supercon,adapter,knc6,unknown
XGenerationLab/XiYanSQL-QwenCoder-7B-2504,finetuned,XGenerationLab,qwen2
legraphista/Mistral-Nemo-Instruct-2407-IMat-GGUF,quantized,legraphista,unknown
second-state/Nous-Hermes-2-Mixtral-8x7B-DPO-GGUF,quantized,second-state,mixtral
unsloth/Llama-3.1-8B-bnb-4bit,quantized,unsloth,llama
TheBloke/Llama-2-70B-Orca-200k-GGUF,quantized,TheBloke,llama
TheBloke/phi-2-dpo-GGUF,quantized,TheBloke,phi-msft
netease-youdao/Confucius-o1-14B,base,netease-youdao,unknown
DavidAU/Grand-Horror-25B-Godzillas-Wicked-Sister,base,DavidAU,unknown
h2oai/h2o-danube3-500m-base,base,h2oai,llama
Fredithefish/Guanaco-13B-Uncensored,base,Fredithefish,llama
DavidAU/L3.1-Dark-Reasoning-Dark-Planet-Hermes-R1-Uncensored-8B,base,DavidAU,unknown
Doctor-Shotgun/L3.3-70B-Magnum-v5-SFT-Gamma,base,Doctor-Shotgun,unknown
meta-llama/Llama-4-Scout-17B-16E-Instruct,base,meta-llama,unknown
huihui-ai/EXAONE-3.5-2.4B-Instruct-abliterated,finetuned,huihui-ai,exaone
byroneverson/Yi-1.5-9B-Chat-abliterated-gguf,quantized,byroneverson,unknown
TheBloke/upstage-llama-30b-instruct-2048-GGUF,quantized,TheBloke,llama
bartowski/nvidia_Llama-3.1-Nemotron-Nano-8B-v1-GGUF,quantized,bartowski,unknown
jhu-clsp/rank1-7b-awq,quantized,jhu-clsp,qwen2
google/gemma-3-1b-it,base,google,unknown
bartowski/Dolphin3.0-Qwen2.5-3b-GGUF,quantized,bartowski,unknown
shenzhi-wang/Llama3-8B-Chinese-Chat-GGUF-8bit,quantized,shenzhi-wang,llama
TheBloke/Nous-Hermes-Llama2-GPTQ,quantized,TheBloke,llama
bartowski/Hermes-3-Llama-3.1-70B-GGUF,quantized,bartowski,unknown
legraphista/Qwen2-Math-1.5B-Instruct-IMat-GGUF,quantized,legraphista,unknown
rinna/bilingual-gpt-neox-4b-instruction-ppo,finetuned,rinna,gpt_neox
Telugu-LLM-Labs/Indic-gemma-2b-finetuned-sft-Navarasa-2.0,finetuned,Telugu-LLM-Labs,gemma
lmstudio-community/Qwen2.5-Coder-32B-Instruct-MLX-4bit,quantized,lmstudio-community,qwen2
legraphista/Qwen2-0.5B-Instruct-IMat-GGUF,quantized,legraphista,unknown
ayjays132/NeuroReasoner-1-NR-1,finetuned,ayjays132,gpt2
akjindal53244/Llama-3.1-Storm-8B,base,akjindal53244,llama
TheBloke/Swallow-7B-GGUF,quantized,TheBloke,llama
Nohobby/Qwen2.5-32B-Peganum-v0.1,base,Nohobby,unknown
DavidAU/Qwen3-The-Xiaolong-Omega-Directive-22B-uncensored-abliterated,base,DavidAU,unknown
karakuri-ai/karakuri-lm-7b-apm-v0.1,finetuned,karakuri-ai,gemma
Mungert/OlympicCoder-32B-GGUF,quantized,Mungert,unknown
DavidAU/L3-DARKEST-PLANET-Seven-Rings-Of-DOOM-16.5B,base,DavidAU,unknown
nbeerbower/Mistral-Nemo-12B-abliterated-LORA,base,nbeerbower,unknown
unsloth/DeepSeek-R1-Distill-Qwen-14B-unsloth-bnb-4bit,quantized,unsloth,qwen2
mradermacher/Saanvi-C0-12B-i1-GGUF,quantized,mradermacher,unknown
yentinglin/Llama-3-Taiwan-70B-Instruct,finetuned,yentinglin,llama
bartowski/Gryphe_Pantheon-Proto-RP-1.8-30B-A3B-GGUF,quantized,bartowski,unknown
second-state/Mistral-Large-Instruct-2407-GGUF,quantized,second-state,mistral
second-state/EXAONE-Deep-7.8B-GGUF,quantized,second-state,exaone
unsloth/Llama-3.1-8B-Instruct,finetuned,unsloth,llama
trashpanda-org/Llama-3.3-70B-Aster-v0,finetuned,trashpanda-org,llama
qwp4w3hyb/Phi-3-mini-4k-instruct-iMat-GGUF,quantized,qwp4w3hyb,phi3
matrixportal/Aya-Test-Model-V2,base,matrixportal,unknown
bartowski/Selene-1-Mini-Llama-3.1-8B-GGUF,quantized,bartowski,unknown
bartowski/Reasoning-0.5b-GGUF,quantized,bartowski,unknown
inflatebot/MN-12B-Mag-Mell-R1,base,inflatebot,unknown
mlx-community/GLM-4-9B-0414-8bit,quantized,mlx-community,glm4
LatitudeGames/Wayfarer-Large-70B-Llama-3.3,finetuned,LatitudeGames,llama
stabilityai/stablelm-2-zephyr-1_6b,base,stabilityai,stablelm
unsloth/Hermes-3-Llama-3.1-8B-bnb-4bit,quantized,unsloth,llama
legraphista/xLAM-8x22b-r-IMat-GGUF,quantized,legraphista,unknown
gbueno86/Meta-LLama-3-Cat-Smaug-LLama-70b,merged,gbueno86,llama
VAGOsolutions/SauerkrautLM-Mixtral-8x7B,base,VAGOsolutions,mixtral
Qwen/Qwen2.5-14B,base,Qwen,qwen2
AI-Sweden-Models/gpt-sw3-126m,base,AI-Sweden-Models,gpt2
TeeZee/DarkSapling-7B-v2.0,base,TeeZee,unknown
EleutherAI/pythia-12b,base,EleutherAI,gpt_neox
nvidia/OpenMath-Nemotron-7B,finetuned,nvidia,qwen2
Mawdistical/Squelching-Fantasies-8B,base,Mawdistical,unknown
QuantFactory/Llama-3.2-Taiwan-3B-Instruct-GGUF,quantized,QuantFactory,unknown
darkc0de/Xortron2025,quantized,darkc0de,mistral
trillionlabs/Trillion-7B-preview,base,trillionlabs,llama
second-state/Qwen1.5-0.5B-Chat-GGUF,quantized,second-state,qwen2
Mawdistical/Squelching-Fantasies-70B,finetuned,Mawdistical,llama
Rakuten/RakutenAI-7B-instruct,finetuned,Rakuten,mistral
lmstudio-community/Llama-4-Scout-17B-16E-Instruct-GGUF,quantized,lmstudio-community,unknown
bartowski/ArliAI_QwQ-32B-ArliAI-RpR-v1-GGUF,quantized,bartowski,unknown
unsloth/Qwen2.5-1.5B-Instruct-unsloth-bnb-4bit,quantized,unsloth,qwen2
HuggingFaceTB/SmolLM-1.7B-Instruct-v0.2,base,HuggingFaceTB,unknown
QuantFactory/Mistral-Nemo-Japanese-Instruct-2408-GGUF,quantized,QuantFactory,unknown
nvidia/Nemotron-Mini-4B-Instruct,base,nvidia,nemotron
QuantFactory/gemma-2-27b-it-abliterated-GGUF,quantized,QuantFactory,unknown
allenai/OLMo-2-0425-1B-SFT,finetuned,allenai,olmo2
luvGPT/mistral-7b-uncensored,base,luvGPT,unknown
mav23/Llama3.1-70B-ShiningValiant2-GGUF,quantized,mav23,unknown
bartowski/Llama-3.1-Tulu-3-70B-GGUF,quantized,bartowski,unknown
DavidAU/L3.1-MOE-2X8B-Deepseek-DeepHermes-e32-13.7B,base,DavidAU,unknown
SWE-bench/SWE-agent-LM-32B,finetuned,SWE-bench,qwen2
unsloth/Qwen2.5-Coder-0.5B-Instruct-bnb-4bit,quantized,unsloth,qwen2
sunblaze-ucb/Qwen2.5-3B-Intuitor-MATH-1EPOCH,finetuned,sunblaze-ucb,qwen2
microsoft/Phi-4-mini-instruct,base,microsoft,phi3
bartowski/Mistral-Crab-SFT-GGUF,quantized,bartowski,unknown
mav23/Qwen2.5-Math-7B-Instruct-GGUF,quantized,mav23,unknown
meta-llama/Llama-3.2-90B-Vision-Instruct,base,meta-llama,unknown
bartowski/Einstein-v6.1-Llama3-8B-GGUF,quantized,bartowski,unknown
upstage/SOLAR-10.7B-v1.0,base,upstage,unknown
TheBloke/SauerkrautLM-Mixtral-8x7B-GGUF,quantized,TheBloke,mixtral
unsloth/Llama-3.2-1B-bnb-4bit,quantized,unsloth,llama
RedHatAI/Llama-3.3-70B-Instruct-FP8-dynamic,quantized,RedHatAI,llama
DavidAU/L3.2-Rogue-Creative-Instruct-Uncensored-7B-GGUF,quantized,DavidAU,unknown
allenai/OLMo-2-1124-13B-DPO,finetuned,allenai,olmo2
kaist-ai/janus-7b,finetuned,kaist-ai,mistral
NousResearch/Genstruct-7B,finetuned,NousResearch,mistral
bartowski/Sekhmet_Bet-L3.1-8B-v0.2-GGUF,quantized,bartowski,unknown
bartowski/Llama-Chat-Summary-3.2-3B-GGUF,quantized,bartowski,unknown
unsloth/Qwen2.5-7B,base,unsloth,unknown
meta-llama/Llama-3.1-8B,base,meta-llama,llama
shisa-ai/shisa-v2-unphi4-14b,finetuned,shisa-ai,llama
lmstudio-community/Mistral-Small-24B-Instruct-2501-GGUF,quantized,lmstudio-community,unknown
bartowski/Falcon3-7B-Instruct-abliterated-GGUF,quantized,bartowski,unknown
bartowski/DRT-o1-7B-GGUF,quantized,bartowski,unknown
ICEPVP8977/Uncensored_llama_3.2_3b_safetensors,base,ICEPVP8977,unknown
RedHatAI/granite-3.1-2b-instruct-quantized.w8a8,quantized,RedHatAI,granite
Qwen/Qwen1.5-7B-Chat,base,Qwen,qwen2
deepseek-ai/DeepSeek-R1-0528,base,deepseek-ai,unknown
QuantFactory/Llama-3-Patronus-Lynx-8B-Instruct-GGUF,quantized,QuantFactory,unknown
mradermacher/Magiq-Translator-0-i1-GGUF,quantized,mradermacher,unknown
rinna/bilingual-gpt-neox-4b-instruction-sft,finetuned,rinna,gpt_neox
bartowski/TheBeagle-v2beta-32B-MGS-GGUF,quantized,bartowski,unknown
QuantFactory/Qwen2.5-Math-1.5B-GGUF,quantized,QuantFactory,unknown
dnotitia/Smoothie-Qwen3-4B,finetuned,dnotitia,qwen3
Alcoft/granite-3.1-8b-instruct-GGUF,quantized,Alcoft,unknown
deepseek-ai/DeepSeek-Prover-V2-671B,base,deepseek-ai,unknown
Mawdistical/Draconia-Overdrive-32B,base,Mawdistical,unknown
tensorblock/chat_gpt2_dpo-GGUF,quantized,tensorblock,unknown
nvidia/OpenMath2-Llama3.1-70B,finetuned,nvidia,llama
bartowski/granite-embedding-30m-english-GGUF,quantized,bartowski,unknown
hugging-quants/Meta-Llama-3.1-8B-BNB-NF4,quantized,hugging-quants,llama
Qwen/Qwen3-4B,base,Qwen,unknown
Qwen/Qwen2.5-Math-72B-Instruct,finetuned,Qwen,qwen2
lmstudio-community/c4ai-command-r-plus-08-2024-GGUF,quantized,lmstudio-community,unknown
RedHatAI/phi-4-quantized.w8a8,quantized,RedHatAI,phi3
lmms-lab/llava-onevision-qwen2-72b-si,base,lmms-lab,llava
riple-saanvi-lab/Saanvi-C0-12B,base,riple-saanvi-lab,unknown
prithivMLmods/Qwen3-8B-GGUF,quantized,prithivMLmods,qwen3
bartowski/HuatuoGPT-o1-7B-GGUF,quantized,bartowski,unknown
TheBloke/Llama-2-13B-chat-GPTQ,quantized,TheBloke,llama
nothingiisreal/MN-12B-Celeste-V1.9,base,nothingiisreal,unknown
shenzhi-wang/Llama3.1-8B-Chinese-Chat,quantized,shenzhi-wang,llama
Mungert/rwkv7-1.5B-world-GGUF,quantized,Mungert,unknown
Felladrin/TinyMistral-248M-Chat-v4,finetuned,Felladrin,mistral
unsloth/Qwen2.5-Math-72B-Instruct-bnb-4bit,quantized,unsloth,qwen2
tiiuae/Falcon3-3B-Base,base,tiiuae,llama
unsloth/SmolLM-360M-Instruct-bnb-4bit,quantized,unsloth,llama
mradermacher/distilgpt2-fables-demo-i1-GGUF,quantized,mradermacher,unknown
OpenBuddy/openbuddy-yi1.5-34b-v21.3-32k,finetuned,OpenBuddy,llama
inceptionai/jais-adapted-70b,finetuned,inceptionai,llama
TheBloke/Qwen-7B-Chat-GPTQ,quantized,TheBloke,qwen
shisa-ai/shisa-v2-llama3.3-70b,finetuned,shisa-ai,llama
dicta-il/dictalm2.0-instruct-GGUF,quantized,dicta-il,mistral
cognitivecomputations/Dolphin3.0-Llama3.1-8B,base,cognitivecomputations,unknown
unsloth/DeepSeek-R1-Distill-Qwen-1.5B-bnb-4bit,quantized,unsloth,qwen2
unsloth/DeepSeek-V3-0324-BF16,quantized,unsloth,deepseek_v3
Saxo/Linkbricks-Horizon-AI-Korean-Pro-12B,finetuned,Saxo,mistral
QuantFactory/Meta-Llama-3-8B-GGUF,quantized,QuantFactory,unknown
01-ai/Yi-1.5-9B-Chat,base,01-ai,unknown
KirillR/QwQ-32B-Preview-AWQ,quantized,KirillR,qwen2
bartowski/falcon-mamba-7b-GGUF,quantized,bartowski,unknown
Azure99/Blossom-V6-14B,base,Azure99,unknown
Casual-Autopsy/CREC-n-WREC-Mate-24B,base,Casual-Autopsy,unknown
lmstudio-community/Llama-3.3-70B-Instruct-GGUF,quantized,lmstudio-community,unknown
ReadyArt/Broken-Tutu-24B-Q4_K_M-GGUF,quantized,ReadyArt,unknown
bartowski/SentientAGI_Dobby-Unhinged-Llama-3.3-70B-GGUF,quantized,bartowski,unknown
lmstudio-community/Qwen2.5-14B-Instruct-1M-GGUF,quantized,lmstudio-community,unknown
dicta-il/dictalm2.0-instruct,finetuned,dicta-il,mistral
trendmicro-ailab/Llama-Primus-Base,base,trendmicro-ailab,unknown
Bifrost-AI/Phi-4-bifrost-sol-3.8B-gguf,quantized,Bifrost-AI,unknown
shenzhi-wang/Llama3.1-70B-Chinese-Chat,quantized,shenzhi-wang,llama
bartowski/microsoft_Phi-4-reasoning-GGUF,quantized,bartowski,unknown
carsenk/llama3.2_1b_2025_uncensored_v2,base,carsenk,llama
mlx-community/Qwen2.5-Coder-7B-Instruct-4bit,finetuned,mlx-community,qwen2
AI-MO/NuminaMath-7B-CoT,finetuned,AI-MO,llama
nvidia/AceReason-Nemotron-14B,base,nvidia,qwen2
unsloth/Llama-3.2-1B-Instruct-unsloth-bnb-4bit,quantized,unsloth,llama
mlx-community/Meta-Llama-3.1-70B-Instruct-bf16-CORRECTED,finetuned,mlx-community,llama
bartowski/Tesslate_Tessa-T1-14B-GGUF,quantized,bartowski,unknown
NovusResearch/Novus-7b-tr_v1,finetuned,NovusResearch,mistral
TheBloke/Mythalion-13B-GGUF,quantized,TheBloke,llama
mradermacher/GrayLine-Gemma3-4B-GGUF,quantized,mradermacher,unknown
nvidia/AceInstruct-72B,base,nvidia,qwen2
Equall/Saul-7B-Instruct-v1,base,Equall,mistral
mlx-community/ReZero-v0.1-llama-3.2-3b-it-grpo-250404-4bit,quantized,mlx-community,llama
DavidAU/L3-MOE-8X8B-Dark-Planet-8D-Mirrored-Chaos-47B,base,DavidAU,unknown
bartowski/Llama-3.3-70B-Instruct-GGUF,quantized,bartowski,unknown
unsloth/Qwen2.5-Coder-14B-bnb-4bit,quantized,unsloth,qwen2
Doctor-Shotgun/L3.3-70B-Magnum-v4-SE-GGUF,quantized,Doctor-Shotgun,unknown
meta-llama/Meta-Llama-3-70B-Instruct,finetuned,meta-llama,llama
Sakalti/Qwen2.5-1B-Instruct,finetuned,Sakalti,qwen2
bartowski/Hermes-3-Llama-3.2-3B-GGUF,quantized,bartowski,unknown
DavidAU/LLama-3.1-128k-Uncensored-Stheno-Maid-Blackroot-Grand-HORROR-16.5B-GGUF,quantized,DavidAU,unknown
Qwen/Qwen2.5-Coder-14B-Instruct-GPTQ-Int4,quantized,Qwen,qwen2
TheBloke/Wizard-Vicuna-30B-Uncensored-GPTQ,quantized,TheBloke,llama
unsloth/Qwen2.5-Coder-3B,finetuned,unsloth,qwen2
bartowski/Qwen2.5-72B-Instruct-GGUF,quantized,bartowski,unknown
bartowski/cognitivecomputations_Dolphin3.0-R1-Mistral-24B-GGUF,quantized,bartowski,unknown
unsloth/phi-4-reasoning-unsloth-bnb-4bit,quantized,unsloth,phi3
tiiuae/Falcon3-Mamba-7B-Base,base,tiiuae,falcon_mamba
mlx-community/Devstral-Small-2505-bf16,finetuned,mlx-community,mistral
unsloth/Qwen2.5-Coder-14B-Instruct,finetuned,unsloth,qwen2
Nohobby/MS-Schisandra-22B-v0.1,base,Nohobby,unknown
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,base,deepseek-ai,unknown
soob3123/amoral-gemma3-1B-v2,finetuned,soob3123,gemma3_text
brittlewis12/gemma-3-1b-it-GGUF,quantized,brittlewis12,unknown
lmstudio-community/Qwen2.5-Coder-7B-Instruct-MLX-8bit,quantized,lmstudio-community,qwen2
unsloth/GLM-4-9B-0414-unsloth-bnb-4bit,quantized,unsloth,glm4
unsloth/DeepSeek-R1-Distill-Qwen-1.5B-unsloth-bnb-4bit,quantized,unsloth,qwen2
Locutusque/Thespis-Llama-3.1-8B,finetuned,Locutusque,llama
unsloth/Qwen2.5-7B-Instruct,base,unsloth,unknown
TheBloke/finance-LLM-GGUF,quantized,TheBloke,llama
unsloth/GLM-Z1-9B-0414-GGUF,quantized,unsloth,glm4
Bojun-Feng/TinyLlama-1.1B-Chat-v1.0-llamafile,finetuned,Bojun-Feng,unknown
unsloth/OLMo-2-0425-1B-Instruct-GGUF,quantized,unsloth,olmo2
LGAI-EXAONE/EXAONE-Deep-7.8B-AWQ,quantized,LGAI-EXAONE,exaone
unsloth/Qwen2.5-Math-1.5B-Instruct-bnb-4bit,quantized,unsloth,qwen2
zstanjj/HTML-Pruner-Phi-3.8B,finetuned,zstanjj,phi3
jc9080/llama3-open-ko-8b-shimshimi,finetuned,jc9080,llama
Qwen/Qwen2.5-14B-Instruct-GPTQ-Int8,quantized,Qwen,qwen2
eaddario/Dolphin3.0-R1-Mistral-24B-GGUF,quantized,eaddario,unknown
MadeAgents/Hammer2.1-7b,base,MadeAgents,unknown
MaziyarPanahi/Meta-Llama-3.1-70B-Instruct-GGUF,quantized,MaziyarPanahi,unknown
nvidia/Llama-3.1-Minitron-4B-Width-Base,base,nvidia,llama
Open-Orca/Mistral-7B-OpenOrca,base,Open-Orca,mistral
JackFram/llama-160m,base,JackFram,llama
DavidAU/Qwen2.5-MOE-6x1.5B-DeepSeek-Reasoning-e32-8.71B-gguf,quantized,DavidAU,unknown
beomi/Llama-3-Open-Ko-8B-Instruct-preview,base,beomi,llama
bartowski/magnum-v4-22b-GGUF,quantized,bartowski,unknown
mlx-community/GLM-Z1-9B-0414-4bit,quantized,mlx-community,glm4
TheBloke/Pygmalion-2-13B-AWQ,quantized,TheBloke,llama
inceptionai/jais-adapted-13b-chat,finetuned,inceptionai,llama
sophosympatheia/Rogue-Rose-103b-v0.2,base,sophosympatheia,unknown
MasterControlAIML/Qwen2.5-7B-Instruct-131K,finetuned,MasterControlAIML,qwen2
nvidia/OpenCodeReasoning-Nemotron-32B,finetuned,nvidia,qwen2
lwef/llm-bench-upload-1,finetuned,lwef,llama
gaianet/Phi-4-mini-instruct-GGUF,quantized,gaianet,phi3
bartowski/OneLLM-Doey-ChatQA-V1-Llama-3.2-1B-GGUF,quantized,bartowski,unknown
bartowski/Hermes-3-Llama-3.1-405B-GGUF,quantized,bartowski,unknown
RTT-FI/RTT-NLP-125M,base,RTT-FI,unknown
Salesforce/xLAM-8x22b-r,base,Salesforce,mixtral
legraphista/Llama-3.1-SuperNova-Lite-IMat-GGUF,quantized,legraphista,unknown
bartowski/v2ray_GPT4chan-24B-GGUF,quantized,bartowski,unknown
mav23/Llama-3-8B-Instruct-Finance-RAG-GGUF,quantized,mav23,unknown
