source,target,edge
meta-llama/Llama-3.2-3B-Instruct,mav23/Llama3.2-3B-Esper2-GGUF,quantized
DavidAU/LLama-3.1-128k-Darkest-Planet-Uncensored-16.5B,DavidAU/LLama-3.1-128k-Darkest-Planet-Uncensored-16.5B-GGUF,quantized
defog/sqlcoder2,TheBloke/sqlcoder2-GGUF,quantized
defog/sqlcoder2,tensorblock/defog_sqlcoder2-GGUF,quantized
anthracite-org/magnum-v4-27b,bartowski/magnum-v4-27b-GGUF,quantized
meta-llama/Llama-2-7b-chat-hf,TheBloke/Llama-2-7B-Chat-GGUF,quantized
meta-llama/Llama-2-7b-chat-hf,TheBloke/Llama-2-7B-Chat-GPTQ,quantized
meta-llama/Llama-2-7b-chat-hf,TheBloke/Llama-2-7B-Chat-AWQ,quantized
meta-llama/Llama-2-7b-chat-hf,TheBloke/Llama-2-7B-Chat-GGML,finetuned
meta-llama/Llama-2-7b-chat-hf,second-state/Llama-2-7B-Chat-GGUF,quantized
microsoft/Phi-3.5-mini-instruct,anakin87/Phi-3.5-mini-ITA,finetuned
microsoft/Phi-3.5-mini-instruct,ReDiX/Artemide-3.5,finetuned
microsoft/Phi-3.5-mini-instruct,flowaicom/Flow-Judge-v0.1,finetuned
microsoft/Phi-3.5-mini-instruct,PatronusAI/glider,finetuned
microsoft/Phi-3.5-mini-instruct,zstanjj/HTML-Pruner-Phi-3.8B,finetuned
microsoft/Phi-3.5-mini-instruct,MaziyarPanahi/calme-2.1-phi3.5-4b,finetuned
microsoft/Phi-3.5-mini-instruct,QuantFactory/Flow-Judge-v0.1-GGUF,quantized
google/gemma-7b,karakuri-ai/karakuri-lm-7b-apm-v0.1,finetuned
google/gemma-7b,Telugu-LLM-Labs/Indic-gemma-7b-finetuned-sft-Navarasa-2.0,finetuned
google/gemma-7b,HuggingFaceH4/zephyr-7b-gemma-sft-v0.1,finetuned
google/gemma-7b,brittlewis12/gemma-7b-GGUF,quantized
NousResearch/Hermes-3-Llama-3.1-70B,bartowski/Hermes-3-Llama-3.1-70B-GGUF,quantized
NousResearch/Hermes-3-Llama-3.1-70B,legraphista/Hermes-3-Llama-3.1-70B-IMat-GGUF,quantized
JungZoona/T3Q-qwen2.5-14b-v1.0-e3,tensorblock/JungZoona_T3Q-qwen2.5-14b-v1.0-e3-GGUF,quantized
ArliAI/QwQ-32B-ArliAI-RpR-v1,bartowski/ArliAI_QwQ-32B-ArliAI-RpR-v1-GGUF,quantized
sarvamai/sarvam-m,bartowski/sarvamai_sarvam-m-GGUF,quantized
yanolja/EEVE-Korean-Instruct-10.8B-v1.0,maywell/Jolteon-Instruct-13B-alpha,finetuned
cognitivecomputations/Dolphin3.0-Llama3.2-3B,bartowski/Dolphin3.0-Llama3.2-3B-GGUF,quantized
DavidAU/Gemma-The-Writer-9B,DavidAU/Gemma-The-Writer-9B-GGUF,quantized
allenai/Llama-3.1-Tulu-3.1-8B,brittlewis12/Llama-3.1-Tulu-3.1-8B-GGUF,quantized
allenai/Llama-3.1-Tulu-3.1-8B,bartowski/allenai_Llama-3.1-Tulu-3.1-8B-GGUF,quantized
LGAI-EXAONE/EXAONE-Deep-32B,bartowski/LGAI-EXAONE_EXAONE-Deep-32B-GGUF,quantized
LGAI-EXAONE/EXAONE-Deep-32B,LGAI-EXAONE/EXAONE-Deep-32B-AWQ,quantized
LGAI-EXAONE/EXAONE-Deep-32B,LGAI-EXAONE/EXAONE-Deep-32B-GGUF,quantized
Qwen/Qwen2.5-32B-Instruct,Qwen/Qwen2.5-32B-Instruct-AWQ,quantized
Qwen/Qwen2.5-32B-Instruct,Qwen/Qwen2.5-32B-Instruct-GPTQ-Int4,quantized
Qwen/Qwen2.5-32B-Instruct,Qwen/QwQ-32B-Preview,finetuned
Qwen/Qwen2.5-32B-Instruct,Qwen/Qwen2.5-32B-Instruct-GPTQ-Int8,quantized
Qwen/Qwen2.5-32B-Instruct,bartowski/Qwen2.5-32B-Instruct-GGUF,quantized
Qwen/Qwen2.5-32B-Instruct,zetasepic/Qwen2.5-32B-Instruct-abliterated-v2,finetuned
Qwen/Qwen2.5-32B-Instruct,NovaSky-AI/Sky-T1-32B-Preview,finetuned
Qwen/Qwen2.5-32B-Instruct,nvidia/OpenCodeReasoning-Nemotron-32B,finetuned
Qwen/Qwen2.5-32B-Instruct,Qwen/Qwen2.5-32B-Instruct-GGUF,quantized
Qwen/Qwen2.5-32B-Instruct,elyza/ELYZA-Thinking-1.0-Qwen-32B,finetuned
Qwen/Qwen2.5-32B-Instruct,zetasepic/Qwen2.5-32B-Instruct-abliterated-v2-GGUF,quantized
Qwen/Qwen2.5-32B-Instruct,elyza/ELYZA-Shortcut-1.0-Qwen-32B,finetuned
Qwen/Qwen2.5-32B-Instruct,Mungert/OpenCodeReasoning-Nemotron-32B-IOI-GGUF,quantized
Qwen/Qwen2.5-32B-Instruct,Mungert/OpenCodeReasoning-Nemotron-32B-GGUF,quantized
Qwen/Qwen2.5-32B-Instruct,bespokelabs/Bespoke-Stratos-32B,finetuned
Qwen/Qwen2.5-32B-Instruct,Saxo/Linkbricks-Horizon-AI-Avengers-V1-32B,finetuned
Qwen/Qwen2.5-32B-Instruct,YOYO-AI/Qwen2.5-32B-YOYO-V2,merged
Qwen/Qwen2.5-32B-Instruct,nvidia/OpenCodeReasoning-Nemotron-32B-IOI,finetuned
Qwen/Qwen2.5-32B-Instruct,second-state/Qwen2.5-32B-Instruct-GGUF,quantized
Qwen/Qwen2.5-32B-Instruct,legraphista/Qwen2.5-32B-Instruct-IMat-GGUF,quantized
Felladrin/Llama-68M-Chat-v1,mradermacher/Llama-68M-Chat-v1-i1-GGUF,quantized
Gryphe/Pantheon-Proto-RP-1.8-30B-A3B,bartowski/Gryphe_Pantheon-Proto-RP-1.8-30B-A3B-GGUF,quantized
maywell/PiVoT-0.1-Evil-a,TheBloke/PiVoT-0.1-Evil-a-GGUF,quantized
anthracite-org/magnum-v2-12b,anthracite-org/magnum-v2.5-12b-kto,finetuned
anthracite-org/magnum-v2-12b,anthracite-org/magnum-v2-12b-gguf,quantized
anthracite-org/magnum-v2-12b,bartowski/magnum-12b-v2-GGUF,quantized
yasu-oh/Llama-3-Swallow-Infused-R1776-70B,yasu-oh/Llama-3-Swallow-Infused-R1776-70B-GGUF,quantized
Nitral-Archive/NightWing3-10B-v0.1,bartowski/NightWing3-10B-v0.1-GGUF,quantized
allura-org/TQ2.5-14B-Sugarquill-v1,Triangle104/TQ2.5-14B-Sugarquill-v1-Q5_K_M-GGUF,quantized
allura-org/TQ2.5-14B-Sugarquill-v1,bartowski/TQ2.5-14B-Sugarquill-v1-GGUF,quantized
allenai/OLMo-2-0425-1B-Instruct,unsloth/OLMo-2-0425-1B-Instruct-GGUF,quantized
google/gemma-2-27b-it,byroneverson/gemma-2-27b-it-abliterated,finetuned
google/gemma-2-27b-it,Saxo/Linkbricks-Horizon-AI-Korean-Gemma-2-sft-dpo-27B,quantized
google/gemma-2-27b-it,shenzhi-wang/Gemma-2-27B-Chinese-Chat,quantized
google/gemma-2-27b-it,Saxo/Linkbricks-Horizon-AI-Korean-Advanced-27B,quantized
google/gemma-2-27b-it,Saxo/Linkbricks-Horizon-AI-Korean-Pro-27B,finetuned
google/gemma-2-27b-it,MarsupialAI/Big-Tiger-Gemma-27B-v1_iMatrix_GGUF,quantized
HuggingFaceTB/SmolLM2-135M,HuggingFaceTB/SmolLM2-135M-Instruct,quantized
HuggingFaceTB/SmolLM2-135M,prithivMLmods/SmolLM2-135M-GGUF,quantized
HuggingFaceTB/SmolLM2-135M,unsloth/SmolLM2-135M,finetuned
HuggingFaceTB/SmolLM2-135M,lilmeaty/SmolLM2-135M-Instruct-GPTQ,quantized
HuggingFaceTB/SmolLM2-135M,unsloth/SmolLM2-135M-bnb-4bit,quantized
Elizezen/Himeyuri-v0.1-12B,yamatazen/Aurora-SCE-12B,merged
migtissera/Synthia-13B-v1.2,TheBloke/Synthia-13B-v1.2-GGUF,quantized
EpistemeAI/Reasoning-Llama-3.2-1B-Instruct-v1.3-plus,EpistemeAI/ReasoningCore-1B-T1,finetuned
PatronusAI/Llama-3-Patronus-Lynx-8B-Instruct,bartowski/Llama-3-Patronus-Lynx-8B-Instruct-GGUF,quantized
PatronusAI/Llama-3-Patronus-Lynx-8B-Instruct,QuantFactory/Llama-3-Patronus-Lynx-8B-Instruct-GGUF,quantized
shenzhi-wang/Llama3-8B-Chinese-Chat,shanchen/llama3-8B-slerp-biomed-chat-chinese,merged
openaccess-ai-collective/hippogriff-30b-chat,TheBloke/hippogriff-30b-chat-GGUF,quantized
WhiteRabbitNeo/WhiteRabbitNeo-2.5-Qwen-2.5-Coder-7B,bartowski/WhiteRabbitNeo-2.5-Qwen-2.5-Coder-7B-GGUF,quantized
Qwen/Qwen-14B,rinna/nekomata-14b,finetuned
TheSkullery/Unnamed-Exp-70b-v0.7.A,Mawdistical/Squelching-Fantasies-70B,finetuned
tiiuae/Falcon3-10B-Base,bartowski/Falcon3-10B-Base-GGUF,quantized
abideen/AlphaMonarch-dora,cstr/Spaetzle-v60-7b,finetuned
prithivMLmods/Llama-Deepsync-3B,bartowski/Llama-Deepsync-3B-GGUF,quantized
huihui-ai/Qwen2.5-3B-Instruct-abliterated,huihui-ai/Qwen2.5-3B-Instruct-abliterated-SFT,finetuned
bunnycore/Phi-4-Model-Stock-v4,suayptalha/Luminis-phi-4,merged
Groq/Llama-3-Groq-8B-Tool-Use,second-state/Llama-3-Groq-8B-Tool-Use-GGUF,quantized
Groq/Llama-3-Groq-8B-Tool-Use,lmstudio-community/Llama-3-Groq-8B-Tool-Use-GGUF,quantized
Tensoic/TinyLlama-1.1B-3T-openhermes,s3nh/TinyLLama-4x1.1B-MoE,merged
THU-KEG/Mistral-Crab-SFT,bartowski/Mistral-Crab-SFT-GGUF,quantized
scb10x/llama3.2-typhoon2-3b-instruct,scb10x/llama3.2-typhoon2-t1-3b-research-preview,finetuned
HagalazAI/CyberDolphin-2.9.3-mistral-nemo-12b-Reasoning,HagalazAI/CyberDolphin-2.9.3-mistral-nemo-12b-GGUF,quantized
v2ray/GPT4chan-24B,bartowski/v2ray_GPT4chan-24B-GGUF,quantized
royallab/Pygmalion-2-13b-SuperCOT,TheBloke/Pygmalion-2-13B-SuperCOT-GGUF,quantized
Krystalan/DRT-7B,bartowski/DRT-o1-7B-GGUF,quantized
huihui-ai/Qwen2.5-0.5B-Instruct-abliterated,huihui-ai/Qwen2.5-0.5B-Instruct-abliterated-SFT,finetuned
THUDM/GLM-4-9B-0414,bartowski/THUDM_GLM-4-9B-0414-GGUF,quantized
THUDM/GLM-4-9B-0414,unsloth/GLM-4-9B-0414-GGUF,quantized
THUDM/GLM-4-9B-0414,unsloth/GLM-4-9B-0414-unsloth-bnb-4bit,quantized
THUDM/GLM-4-9B-0414,mlx-community/GLM-4-9B-0414-4bit,quantized
THUDM/GLM-4-9B-0414,mlx-community/GLM-4-9B-0414-8bit,quantized
THUDM/GLM-4-9B-0414,allura-org/GLM4-9B-Neon-v2,finetuned
THUDM/GLM-4-9B-0414,unsloth/GLM-4-9B-0414,finetuned
THUDM/GLM-4-9B-0414,lmstudio-community/GLM-4-9B-0414-GGUF,quantized
Qwen/Qwen2.5-0.5B,Gensyn/Qwen2.5-0.5B-Instruct,finetuned
Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-0.5B-Instruct,finetuned
Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-Coder-0.5B,finetuned
Qwen/Qwen2.5-0.5B,mlx-community/Qwen2.5-0.5B-Instruct-4bit,finetuned
Qwen/Qwen2.5-0.5B,Mungert/Qwen2.5-0.5B-Instruct-GGUF,quantized
Qwen/Qwen2.5-0.5B,alamios/DeepSeek-R1-DRAFT-Qwen2.5-0.5B,finetuned
Qwen/Qwen2.5-0.5B,sail/Sailor2-1B,finetuned
google/gemma-3-4b-it-qat-q4_0-unquantized,soob3123/amoral-gemma3-4B-v2-qat,finetuned
qihoo360/Light-R1-32B,YOYO-AI/Qwen2.5-32B-YOYO-V2,merged
BlinkDL/rwkv7-g1,fla-hub/rwkv7-0.1B-g1,finetuned
Qwen/Qwen3-32B,unsloth/Qwen3-32B-GGUF,quantized
Qwen/Qwen3-32B,unsloth/Qwen3-32B-unsloth-bnb-4bit,quantized
Qwen/Qwen3-32B,unsloth/Qwen3-32B-128K-GGUF,quantized
Qwen/Qwen3-32B,dnotitia/Smoothie-Qwen3-32B,finetuned
Qwen/Qwen3-32B,Mungert/DMind-1-GGUF,quantized
Qwen/Qwen3-32B,DMindAI/DMind-1,finetuned
DatToad/Chuluun-Qwen2.5-72B-v0.01,bartowski/Chuluun-Qwen2.5-72B-v0.01-GGUF,quantized
Qwen/Qwen2-57B-A14B,Qwen/Qwen2-57B-A14B-Instruct,finetuned
NousResearch/Nous-Hermes-2-Mistral-7B-DPO,QuantFactory/Nous-Hermes-2-Mistral-7B-DPO-GGUF,quantized
IDEA-CCNL/Ziya-Coding-34B-v1.0,TheBloke/Ziya-Coding-34B-v1.0-GGUF,quantized
soob3123/amoral-gemma3-12B-v1,bartowski/soob3123_amoral-gemma3-12B-GGUF,quantized
byroneverson/Yi-1.5-34B-Chat-abliterated,byroneverson/Yi-1.5-34B-Chat-abliterated-gguf,quantized
unsloth/gemma-3-1b-it-unsloth-bnb-4bit,kokki444/gemma-3-finetune,finetuned
unsloth/gemma-3-1b-it-unsloth-bnb-4bit,glenng/gus-emoji,finetuned
unsloth/gemma-3-1b-it-unsloth-bnb-4bit,ClaMncDexter/gemma-3-1b-it-unsloth-bnb-4bit-float16,finetuned
unsloth/gemma-3-1b-it-unsloth-bnb-4bit,CALISTA-INDUSTRY/gemma_3_1B_reasoning_multimodal_en_ft_v2,quantized
Hastagaras/Jamet-8B-L3-MK.V-Blackroot,DavidAU/L3-Grand-Story-Darkness-MOE-4X8-24.9B-e32-GGUF,merged
Hastagaras/Jamet-8B-L3-MK.V-Blackroot,DavidAU/L3.1-MOE-6X8B-Dark-Reasoning-Dantes-Peak-Hermes-R1-Uncensored-36B,merged
mistralai/Mistral-7B-Instruct-v0.1,Commencis/Commencis-LLM,finetuned
mistralai/Mistral-7B-Instruct-v0.1,BioMistral/BioMistral-7B-DARE,merged
mistralai/Mistral-7B-Instruct-v0.1,OpenVINO/mistral-7b-instruct-v0.1-int8-ov,quantized
mistralai/Mistral-7B-Instruct-v0.1,BioMistral/BioMistral-7B-SLERP,merged
mistralai/Mixtral-8x22B-v0.1,mistralai/Mixtral-8x22B-Instruct-v0.1,finetuned
ReadyArt/The-Omega-Abomination-Gemma3-12B-v1.0,bartowski/ReadyArt_The-Omega-Abomination-Gemma3-12B-v1.0-GGUF,quantized
google/gemma-3-27b-it-qat-q4_0-unquantized,soob3123/amoral-gemma3-27B-v2-qat,finetuned
davidkim205/nox-solar-10.7b-v4,chlee10/T3Q-ko-solar-sft-v2.0,finetuned
davidkim205/nox-solar-10.7b-v4,chlee10/T3Q-ko-solar-sft-v1.0,finetuned
AiCloser/Qwen2.5-32B-AGI,bartowski/Qwen2.5-32B-AGI-GGUF,quantized
nbeerbower/llama-3-gutenberg-8B,DavidAU/L3-Grand-Story-Darkness-MOE-4X8-24.9B-e32-GGUF,merged
ServiceNow-AI/Apriel-5B-Base,ServiceNow-AI/Apriel-5B-Instruct,finetuned
allenai/Llama-3.1-Tulu-3-70B,bartowski/Llama-3.1-Tulu-3-70B-GGUF,quantized
Qwen/Qwen2.5-Coder-14B-Instruct,lmstudio-community/Qwen2.5-Coder-14B-Instruct-MLX-4bit,quantized
Qwen/Qwen2.5-Coder-14B-Instruct,lmstudio-community/Qwen2.5-Coder-14B-Instruct-MLX-8bit,quantized
Qwen/Qwen2.5-Coder-14B-Instruct,Qwen/Qwen2.5-Coder-14B-Instruct-GGUF,quantized
Qwen/Qwen2.5-Coder-14B-Instruct,Qwen/Qwen2.5-Coder-14B-Instruct-AWQ,quantized
Qwen/Qwen2.5-Coder-14B-Instruct,unsloth/Qwen2.5-Coder-14B-Instruct-bnb-4bit,quantized
Qwen/Qwen2.5-Coder-14B-Instruct,lmstudio-community/Qwen2.5-Coder-14B-Instruct-GGUF,quantized
Qwen/Qwen2.5-Coder-14B-Instruct,bartowski/Qwen2.5-Coder-14B-Instruct-GGUF,quantized
Qwen/Qwen2.5-Coder-14B-Instruct,Qwen/Qwen2.5-Coder-14B-Instruct-GPTQ-Int4,quantized
Qwen/Qwen2.5-Coder-14B-Instruct,unsloth/Qwen2.5-Coder-14B-Instruct,finetuned
Qwen/Qwen2.5-Coder-14B-Instruct,mlx-community/Qwen2.5-Coder-14B-Instruct-4bit,quantized
Qwen/Qwen2.5-Coder-14B-Instruct,Qwen/Qwen2.5-Coder-14B-Instruct-GPTQ-Int8,quantized
Qwen/Qwen2.5-Coder-14B-Instruct,YOYO-AI/ZYH-LLM-Qwen2.5-14B-V4,merged
prithivMLmods/Lacerta-Opus-14B-Elite8,prithivMLmods/Galactic-Qwen-14B-Exp2,finetuned
HelpingAI/HelpingAI2-6B,HelpingAI/HELVETE,quantized
Zyphra/ZR1-1.5B,bartowski/Zyphra_ZR1-1.5B-GGUF,quantized
microsoft/phi-2,TheBloke/phi-2-GGUF,quantized
microsoft/phi-2,jartine/phi-2-llamafile,finetuned
microsoft/phi-2,TheBloke/phi-2-GPTQ,quantized
microsoft/phi-2,MaziyarPanahi/phi-2-GGUF,quantized
microsoft/phi-2,mlx-community/phi-2,finetuned
gbueno86/Meta-LLama-3-Cat-A-LLama-70b,gbueno86/Meta-LLama-3-Cat-Smaug-LLama-70b,merged
netease-youdao/Confucius-o1-14B,bartowski/Confucius-o1-14B-GGUF,quantized
DavidAU/Grand-Horror-25B-Godzillas-Wicked-Sister,DavidAU/L3-Grand-HORROR-25B-V2-STABLE-Godzillas-Wicked-Sister-GGUF,quantized
h2oai/h2o-danube3-500m-base,trollek/ImagePromptHelper-danube3-500M,finetuned
Fredithefish/Guanaco-13B-Uncensored,TheBloke/Guanaco-13B-Uncensored-GGUF,quantized
DavidAU/L3.1-Dark-Reasoning-Dark-Planet-Hermes-R1-Uncensored-8B,DavidAU/L3.1-Dark-Reasoning-Dark-Planet-Hermes-R1-Uncensored-Horror-Imatrix-MAX-8B-GGUF,quantized
Doctor-Shotgun/L3.3-70B-Magnum-v5-SFT-Gamma,Doctor-Shotgun/L3.3-70B-Magnum-Nexus,merged
meta-llama/Llama-4-Scout-17B-16E-Instruct,bartowski/meta-llama_Llama-4-Scout-17B-16E-Instruct-old-GGUF,quantized
meta-llama/Llama-4-Scout-17B-16E-Instruct,lmstudio-community/Llama-4-Scout-17B-16E-Instruct-GGUF,quantized
meta-llama/Llama-4-Scout-17B-16E-Instruct,lmstudio-community/Llama-4-Scout-17B-16E-MLX-text-8bit,quantized
meta-llama/Llama-4-Scout-17B-16E-Instruct,lmstudio-community/Llama-4-Scout-17B-16E-MLX-text-4bit,quantized
google/gemma-3-1b-it,unsloth/gemma-3-1b-it-unsloth-bnb-4bit,quantized
google/gemma-3-1b-it,unsloth/gemma-3-1b-it-GGUF,quantized
google/gemma-3-1b-it,unsloth/gemma-3-1b-it,finetuned
google/gemma-3-1b-it,unsloth/gemma-3-1b-it-bnb-4bit,quantized
google/gemma-3-1b-it,soob3123/amoral-gemma3-1B-v2,finetuned
google/gemma-3-1b-it,brittlewis12/gemma-3-1b-it-GGUF,quantized
google/gemma-3-1b-it,gguf-org/gemma-3-1b-it-gguf,quantized
akjindal53244/Llama-3.1-Storm-8B,legraphista/Llama-3.1-Storm-8B-IMat-GGUF,quantized
akjindal53244/Llama-3.1-Storm-8B,bartowski/Llama-3.1-Storm-8B-GGUF,quantized
akjindal53244/Llama-3.1-Storm-8B,akjindal53244/Llama-3.1-Storm-8B-GGUF,quantized
Nohobby/Qwen2.5-32B-Peganum-v0.1,bartowski/Qwen2.5-32B-Peganum-v0.1-GGUF,quantized
DavidAU/Qwen3-The-Xiaolong-Omega-Directive-22B-uncensored-abliterated,DavidAU/Qwen3-The-Xiaolong-Omega-Directive-22B-uncensored-abliterated-GGUF,quantized
DavidAU/L3-DARKEST-PLANET-Seven-Rings-Of-DOOM-16.5B,DavidAU/L3-DARKEST-PLANET-Seven-Rings-Of-DOOM-16.5B-GGUF,quantized
nbeerbower/Mistral-Nemo-12B-abliterated-LORA,yamatazen/Aurora-SCE-12B,merged
yentinglin/Llama-3-Taiwan-70B-Instruct,minyichen/Llama-3-Taiwan-70B-Instruct-GPTQ,quantized
unsloth/Llama-3.1-8B-Instruct,Azzedde/llama3.1-8b-text2cypher,finetuned
matrixportal/Aya-Test-Model-V2,matrixportal/Aya-Medikal-V2,finetuned
inflatebot/MN-12B-Mag-Mell-R1,yamatazen/Aurora-SCE-12B,merged
LatitudeGames/Wayfarer-Large-70B-Llama-3.3,bartowski/LatitudeGames_Wayfarer-Large-70B-Llama-3.3-GGUF,quantized
stabilityai/stablelm-2-zephyr-1_6b,second-state/stablelm-2-zephyr-1.6b-GGUF,quantized
VAGOsolutions/SauerkrautLM-Mixtral-8x7B,TheBloke/SauerkrautLM-Mixtral-8x7B-GGUF,quantized
Qwen/Qwen2.5-14B,Qwen/Qwen2.5-14B-Instruct,finetuned
Qwen/Qwen2.5-14B,Qwen/Qwen2.5-14B-Instruct-1M,finetuned
Qwen/Qwen2.5-14B,Qwen/Qwen2.5-Coder-14B,finetuned
Qwen/Qwen2.5-14B,mlx-community/Qwen2.5-14B-Instruct-4bit,finetuned
Qwen/Qwen2.5-14B,TIGER-Lab/General-Reasoner-Qwen2.5-14B,finetuned
Qwen/Qwen2.5-14B,Mungert/Qwen2.5-14B-Instruct-1M-GGUF,quantized
Qwen/Qwen2.5-14B,nvidia/OpenMath-Nemotron-14B,finetuned
Qwen/Qwen2.5-14B,Tsunami-th/Tsunami-1.0-14B-Instruct,finetuned
Qwen/Qwen2.5-14B,nvidia/OpenMath-Nemotron-14B-Kaggle,finetuned
Qwen/Qwen2.5-14B,YOYO-AI/ZYH-LLM-Qwen2.5-14B-V4,merged
Qwen/Qwen2.5-14B,QuantFactory/Qwen2.5-14B-Instruct-GGUF,quantized
AI-Sweden-Models/gpt-sw3-126m,AI-Sweden-Models/gpt-sw3-126m-instruct,finetuned
TeeZee/DarkSapling-7B-v2.0,backyardai/DarkSapling-7B-v2.0-GGUF,quantized
EleutherAI/pythia-12b,QuantFactory/pythia-12b-GGUF,quantized
nvidia/OpenMath-Nemotron-7B,bartowski/nvidia_OpenMath-Nemotron-7B-GGUF,quantized
Mawdistical/Squelching-Fantasies-8B,Mawdistical/Squelching-Fantasies-8B-GGUF,quantized
trillionlabs/Trillion-7B-preview,trillionlabs/Trillion-7B-preview-GGUF,quantized
Mawdistical/Squelching-Fantasies-70B,Mawdistical/Squelching-Fantasies-70B-GGUF,quantized
HuggingFaceTB/SmolLM-1.7B-Instruct-v0.2,bartowski/SmolLM-1.7B-Instruct-v0.2-GGUF,quantized
nvidia/Nemotron-Mini-4B-Instruct,bartowski/Nemotron-Mini-4B-Instruct-GGUF,quantized
allenai/OLMo-2-0425-1B-SFT,allenai/OLMo-2-0425-1B-DPO,finetuned
luvGPT/mistral-7b-uncensored,tensorblock/mistral-7b-uncensored-GGUF,quantized
luvGPT/mistral-7b-uncensored,mradermacher/mistral-7b-uncensored-GGUF,quantized
luvGPT/mistral-7b-uncensored,mradermacher/mistral-7b-uncensored-i1-GGUF,quantized
DavidAU/L3.1-MOE-2X8B-Deepseek-DeepHermes-e32-13.7B,DavidAU/L3.1-MOE-2X8B-Deepseek-DeepHermes-e32-13.7B-gguf,quantized
microsoft/Phi-4-mini-instruct,OpenVINO/Phi-4-mini-instruct-int4-ov,quantized
microsoft/Phi-4-mini-instruct,second-state/Phi-4-mini-instruct-GGUF,quantized
microsoft/Phi-4-mini-instruct,gaianet/Phi-4-mini-instruct-GGUF,quantized
meta-llama/Llama-3.2-90B-Vision-Instruct,RedHatAI/Llama-3.2-90B-Vision-Instruct-FP8-dynamic,quantized
upstage/SOLAR-10.7B-v1.0,upstage/SOLAR-10.7B-Instruct-v1.0,finetuned
upstage/SOLAR-10.7B-v1.0,NousResearch/Nous-Hermes-2-SOLAR-10.7B,finetuned
upstage/SOLAR-10.7B-v1.0,nlpai-lab/KULLM3,finetuned
unsloth/Llama-3.2-1B-bnb-4bit,AmanPriyanshu/Dynamic-Topic-Modeling-Llama-3.2-1B-bnb-4bit,finetuned
unsloth/Qwen2.5-7B,npv2k1/Qwen2.5-7B-n8n,quantized
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,finetuned
meta-llama/Llama-3.1-8B,meta-llama/Llama-Guard-3-8B,finetuned
meta-llama/Llama-3.1-8B,context-labs/Meta-Llama-3.1-8B-Instruct-FP16,finetuned
meta-llama/Llama-3.1-8B,NousResearch/Hermes-3-Llama-3.1-8B,finetuned
meta-llama/Llama-3.1-8B,unsloth/Meta-Llama-3.1-8B-bnb-4bit,quantized
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-SFT,finetuned
meta-llama/Llama-3.1-8B,fdtn-ai/Foundation-Sec-8B,finetuned
meta-llama/Llama-3.1-8B,NousResearch/DeepHermes-3-Llama-3-8B-Preview,finetuned
meta-llama/Llama-3.1-8B,unsloth/Llama-3.1-8B-unsloth-bnb-4bit,quantized
meta-llama/Llama-3.1-8B,Mungert/Foundation-Sec-8B-GGUF,quantized
meta-llama/Llama-3.1-8B,unsloth/Llama-3.1-8B-bnb-4bit,quantized
meta-llama/Llama-3.1-8B,unsloth/Llama-3.1-8B,finetuned
meta-llama/Llama-3.1-8B,RedHatAI/Meta-Llama-3.1-8B-FP8,quantized
meta-llama/Llama-3.1-8B,NCSOFT/Llama-VARCO-8B-Instruct,finetuned
meta-llama/Llama-3.1-8B,Mungert/Llama-3.1-8B-Instruct-GGUF,quantized
meta-llama/Llama-3.1-8B,unsloth/Llama-3.1-Storm-8B,finetuned
meta-llama/Llama-3.1-8B,RedHatAI/Llama-3.1-8B-Instruct,finetuned
meta-llama/Llama-3.1-8B,Magpie-Align/Llama-3.1-8B-Magpie-Align-SFT-v0.1,finetuned
meta-llama/Llama-3.1-8B,RedHatAI/Meta-Llama-3.1-8B-quantized.w8a8,quantized
meta-llama/Llama-3.1-8B,dnotitia/Llama-DNA-1.0-8B-Instruct,finetuned
meta-llama/Llama-3.1-8B,unsloth/Llama-3.1-Storm-8B-bnb-4bit,quantized
meta-llama/Llama-3.1-8B,EIRTHAIMED/Llama-3.1-EIRAI-8B,finetuned
meta-llama/Llama-3.1-8B,AstroMLab/AstroSage-8B,finetuned
meta-llama/Llama-3.1-8B,nvidia/OpenMath2-Llama3.1-8B,finetuned
meta-llama/Llama-3.1-8B,ALIN-LLM/finetune-llama-3.1-8b-gsm8k,finetuned
meta-llama/Llama-3.1-8B,hugging-quants/Meta-Llama-3.1-8B-BNB-NF4,quantized
meta-llama/Llama-3.1-8B,clowman/Llama-3.1-8B-Instruct-GPTQ-Int8,quantized
meta-llama/Llama-3.1-8B,nicole-amenta/Llama-3.1-8B-mlx,quantized
meta-llama/Llama-3.1-8B,shariar076/Llama-3.1-8B-Instruct-DPO-100R0L-PoliTune,finetuned
meta-llama/Llama-3.1-8B,proxectonos/Llama-3.1-Carballo-Instr3,finetuned
meta-llama/Llama-3.1-8B,shariar076/Llama-3.1-8B-Instruct-DPO-0R100L-PoliTune,finetuned
meta-llama/Llama-3.1-8B,proxectonos/Llama-3.1-Carballo,finetuned
meta-llama/Llama-3.1-8B,Mungert/Llama-Guard-3-8B-GGUF,quantized
meta-llama/Llama-3.1-8B,mav23/Llama-Guard-3-8B-GGUF,quantized
